Effective date 	S&P/ASX 200 Energy (Sector)   (31-MAR-2000)   (TR)	S&P/ASX 200 Energy (Sector)
11/01/2018	89700.79	11165.42
12/01/2018	90301.79	11240.22
15/01/2018	89559.26	11147.8
16/01/2018	88172.14	10975.14
17/01/2018	87786.17	10927.1
18/01/2018	86858.98	10811.68
19/01/2018	86229.37	10733.31
22/01/2018	86167.55	10725.62
23/01/2018	87603.64	10904.37
24/01/2018	88360.34	10998.56
25/01/2018	88441.39	11008.65
29/01/2018	89064.7	11086.24
30/01/2018	87905.57	10941.96
31/01/2018	87142.38	10846.96
1/02/2018	88119.07	10968.53
2/02/2018	90247.06	11233.41
5/02/2018	87940.08	10946.25
6/02/2018	83995.93	10455.31
7/02/2018	85566.38	10650.79
8/02/2018	84073.15	10464.92
9/02/2018	82277.59	10241.42
12/02/2018	81920.39	10196.96
13/02/2018	81723.08	10172.4
14/02/2018	81629.4	10160.74
15/02/2018	83547.26	10399.46
16/02/2018	83245.72	10361.93
19/02/2018	82195.78	10231.24
20/02/2018	82964.88	10326.97
21/02/2018	83442.28	10386.39
22/02/2018	82941.24	10249.63
23/02/2018	83444.98	10300.69
26/02/2018	84145.24	10387.13
27/02/2018	84073.95	10375.74
28/02/2018	83879.08	10351.69
1/03/2018	82061.28	10127.35
2/03/2018	81282.91	10031.29
5/03/2018	81081.91	10006.49
6/03/2018	82710.25	10195.61
7/03/2018	81588.48	10057.33
8/03/2018	81595.4	10055.98
9/03/2018	80632.86	9937.35
12/03/2018	82074.97	10094.95
13/03/2018	81574.34	10033.37
14/03/2018	81230.76	9991.11
15/03/2018	80601.23	9913.68
16/03/2018	80831.92	9942.05
19/03/2018	82164.21	10105.92
20/03/2018	81458.44	10019.11
21/03/2018	82412.63	10136.48
22/03/2018	83444.87	10263.44
23/03/2018	82368.24	10131.02
26/03/2018	82398.33	10134.72
27/03/2018	83032.16	10212.68
28/03/2018	82278.72	10120.01
29/03/2018	81805.71	10061.83
3/04/2018	83571.75	10279.04
4/04/2018	83715.49	10296.72
5/04/2018	84008.94	10332.82
6/04/2018	84524.93	10396.28
9/04/2018	84157.58	10351.1
10/04/2018	85008.05	10455.7
11/04/2018	85828.26	10556.59
12/04/2018	86162.66	10597.72
13/04/2018	86093.85	10589.25
16/04/2018	86874.93	10685.32
17/04/2018	86861.22	10683.64
18/04/2018	87951.4	10814.32
19/04/2018	88545.29	10887.35
20/04/2018	88787.82	10917.17
23/04/2018	88271.34	10853.66
24/04/2018	88943.62	10936.33
26/04/2018	90073.01	11075.19
27/04/2018	90652.07	11146.39
30/04/2018	90646.57	11145.72
1/05/2018	90916.41	11178.9
2/05/2018	90958.5	11184.07
3/05/2018	91688.96	11273.89
4/05/2018	91013.61	11190.85
